"","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-","ïsè⁄","ê´ï "
"1","0.009883748","0.125439704","0.374387382","0.259557871","0.129820885","0.061477733","0.023925628","0.008166882","0.003411223","0.001989028","0.001254397","0.000396987","0.000194401","0.000088000","0.000006140","íj"
"2","0.017779026","0.178913561","0.421309517","0.229470070","0.099024626","0.035686599","0.010922532","0.003729838","0.001372485","0.000684265","0.000522098","0.000304557","0.000160189","0.000118659","0.000001980","èó"
