"","北海道","青森県","岩手県","宮城県","秋田県","山形県","福島県","茨城県","栃木県","群馬県","埼玉県","千葉県","東京都","神奈川県","新潟県","富山県","石川県","福井県","山梨県","長野県","岐阜県","静岡県","愛知県","三重県","滋賀県","京都府","大阪府","兵庫県","奈良県","和歌山県","鳥取県","島根県","岡山県","広島県","山口県","徳島県","香川県","愛媛県","高知県","福岡県","佐賀県","長崎県","熊本県","大分県","宮崎県","鹿児島県","沖縄県","V2"
"1","0.043565246","0.010612077","0.010379510","0.018640896","0.008299097","0.009116515","0.015525852","0.023661241","0.011807689","0.016005051","0.058942966","0.049751645","0.107518775","0.072310249","0.018691188","0.008649589","0.009360811","0.006381693","0.004932318","0.017024586","0.016261977","0.030015266","0.059976679","0.014729508","0.011460960","0.009208006","0.070852431","0.044895892","0.011066738","0.007816134","0.004627137","0.005632282","0.015586576","0.021205595","0.010454080","0.006130178","0.007919021","0.011236643","0.005907458","0.040796210","0.006755571","0.011171142","0.014365753","0.008470097","0.007283910","0.013369295","0.011628464","a"
